"","word","media_agrado","media_activacion","media_imaginabilidad","sd_agrado","sd_activacion","sd_imaginabilidad","tipo"
"355","elección",2.2,2.8,2,0.4472,0.4472,0.7071,"sustantivo"
"356","acto",2,2.8,2.2,0,0.4472,0.8367,"sustantivo"
"357","modelo",2.2,2,2.4,0.4472,0.7071,0.5477,"sustantivo"
"358","jugador",2.8,3,3,0.4472,0,0,"sustantivo"
"359","libertad",3,2.8,2.6,0,0.4472,0.8944,"sustantivo"
"360","espalda",2.2,1.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"361","sitio",2.2,1.4,2.2,0.4472,0.5477,0.8367,"sustantivo"
"362","escritor",3,3,3,0,0,0,"sustantivo"
"363","siquiera",2,1.6,1.2,0,0.5477,0.4472,"adverbio"
"364","cantidad",2,2,2.2,0,0.7071,0.8367,"sustantivo"
"365","unión",2.8,2.4,2.4,0.4472,0.8944,0.8944,"sustantivo"
"366","apenas",2,1.8333,2.1667,0,0.4082,0.7528,"adverbio"
"367","arma",1,2.6,3,0,0.5477,0,"sustantivo"
"368","distancia",1.8,1.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"369","simple",2.8,2.2,2.8,0.4472,0.4472,0.4472,"adjetivo"
"370","teatro",3,2.6,3,0,0.8944,0,"sustantivo"
"371","par",2.6,2.2,3,0.5477,0.8367,0,"sustantivo"
"372","futuro",2.4,1.8,1.8,0.5477,0.4472,1.0954,"sustantivo"
"373","eterno",2.8,2.2,2,0.4472,0.4472,1,"adjetivo"
"374","condición",2,1.8,1.8,0,0.4472,0.8367,"sustantivo"
"375","militar",1,2.4,2.6,0,0.8944,0.8944,"adjetivo"
"376","cuento",3,2.2,3,0,0.8367,0,"sustantivo"
"377","ángel",2.4,1.8,2.4,0.8944,0.8367,0.8944,"sustantivo"
"378","golpe",1.2,2.4,3,0.4472,0.8944,0,"sustantivo"
"379","objeto",2.2,1.6,2.2,0.4472,0.5477,0.8367,"sustantivo"
"380","organización",2,2.4,2.6,0.7071,0.5477,0.5477,"sustantivo"
"381","abuelo",2.8,2,3,0.4472,1,0,"sustantivo"
"382","radio",2.6,2,3,0.5477,0.7071,0,"sustantivo"
"383","difícil",2,2.2,2.2,0.7071,0.4472,0.8367,"adjetivo"
"384","capaz",3,2.6,2.6,0,0.5477,0.5477,"adjetivo"
"385","montaña",2.6,1.6,3,0.5477,0.8944,0,"sustantivo"
"386","esperanza",2.8,1.8,2.6,0.4472,0.8367,0.8944,"sustantivo"
"387","pierna",2.4,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"388","canal",2.4,2.2,3,0.5477,0.8367,0,"sustantivo"
"389","numeroso",2,2.2,3,0,0.4472,0,"adjetivo"
"390","elemento",2.2,2,2.2,0.4472,0.7071,1.0954,"sustantivo"
"391","control",1.8,2,2.6,0.4472,0.7071,0.8944,"sustantivo"
"392","calor",2.4,2.4,3,0.8944,0.8944,0,"sustantivo"
"393","oeste",2,2,2.6,0,0.7071,0.5477,"sustantivo"
"394","función",2,2,2.2,0,0.7071,0.8367,"sustantivo"
"395","atención",2.4,2.4,2.6,0.5477,0.8944,0.8944,"sustantivo"
"396","blanco",2.2,1.8,3,0.4472,0.8367,0,"sustantivo"
"397","necesidad",2,2.4,2.4,0,0.8944,0.8944,"sustantivo"
"398","musical",3,2.6,2.6,0,0.5477,0.8944,"adjetivo"
"399","piso",2,1.8,3,0,0.4472,0,"sustantivo"
"400","seguro",2.8,2.2,2.4,0.4472,0.8367,0.8944,"adjetivo"
"401","ingreso",2.2,2.6,2.2,0.4472,0.5477,0.8367,"sustantivo"
"402","simplemente",2.4,2.2,1.8,0.5477,0.4472,0.8367,"adverbio"
"403","político",1.2,2.4,2.4,0.4472,0.5477,0.8944,"sustantivo"
"404","completo",2.4,2.2,2.6,0.5477,0.8367,0.5477,"adjetivo"
"405","interés",2.4,2.4,2.8,0.5477,0.8944,0.4472,"sustantivo"
"406","verano",3,2.2,3,0,0.8367,0,"sustantivo"
"407","ala",2.6,2.4,3,0.5477,0.8944,0,"sustantivo"
"408","mitad",2,1.6,2.4,0,0.5477,0.8944,"sustantivo"
"409","ciencia",2.6,3,3,0.5477,0,0,"sustantivo"
"410","hogar",3,2,3,0,0.7071,0,"sustantivo"
"411","rápido",2,3,2.2,0.7071,0,0.8367,"adjetivo"
"412","partido",2.2,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"413","enorme",2.2,2.2,2.8,0.4472,0.4472,0.4472,"adjetivo"
"414","nube",2.6,1.6,3,0.5477,0.8944,0,"sustantivo"
"415","falta",1.8,2,2,0.4472,0.7071,1,"sustantivo"
"416","mesa",2,1.6,3,0,0.5477,0,"sustantivo"
"417","oro",2.4,1.2,3,0.5477,0.4472,0,"sustantivo"
"418","similar",2,1.8,2,0,0.4472,0.7071,"adjetivo"
"419","histórico",1.8,1.4,2.2,0.4472,0.5477,0.4472,"adjetivo"
"420","piedra",2,1.2,3,0,0.4472,0,"sustantivo"
"421","frío",1.6,2,3,0.8944,1,0,"sustantivo"
"422","museo",2.8,1.8,3,0.4472,0.8367,0,"sustantivo"
"423","original",2.8,2,2.2,0.4472,1,1.0954,"adjetivo"
"424","civil",2,2.2,1.4,0,0.8367,0.5477,"adjetivo"
"425","campo",3,1.7143,3,0,0.9512,0,"sustantivo"
"426","medida",2,2.1667,1.8333,0,0.7528,0.7528,"sustantivo"
"427","plan",2.3333,2.6667,2.6667,0.5164,0.5164,0.5164,"sustantivo"
"428","información",2.2,2,2,0.4472,0.7071,0.7071,"sustantivo"
"429","producto",2,1.8,2.6,0,0.8367,0.5477,"sustantivo"
"430","unidad",2.4,2.2,2.4,0.5477,0.8367,0.5477,"sustantivo"
"431","cercano",2.4,2.2,2.6,0.5477,0.8367,0.5477,"adjetivo"
"432","energía",2.8,2.8,3,0.4472,0.4472,0,"sustantivo"
"433","alegría",3,3,3,0,0,0,"sustantivo"
"434","ayuda",2.6,3,2.6,0.5477,0,0.5477,"sustantivo"
"435","encuentro",3,2.8,3,0,0.4472,0,"sustantivo"
"436","especialmente",2.2,2.2,2.2,0.4472,0.4472,0.8367,"adverbio"
"437","escena",2.2,2.2,2.4,0.4472,0.8367,0.5477,"sustantivo"
"438","capacidad",2.4,2.4,2.6,0.5477,0.5477,0.8944,"sustantivo"
"439","profundo",2.6,2.6,2.8,0.5477,0.5477,0.4472,"adjetivo"
"440","investigación",2.2,3,2.4,0.8367,0,0.8944,"sustantivo"
"441","largo",2,2,2.6,0,0.7071,0.8944,"adverbio"
"442","jardín",3,1.6,3,0,0.8944,0,"sustantivo"
"443","gana",2.4,2.8,1.6,0.5477,0.4472,0.8944,"sustantivo"
"444","ropa",2.4,1.8,3,0.5477,0.4472,0,"sustantivo"
"445","cine",2.8,2,3,0.4472,1,0,"sustantivo"
"446","oscuridad",1.6,1.4,2.8,0.5477,0.5477,0.4472,"sustantivo"
"447","realmente",2,2.4,2,0,0.5477,1,"adverbio"
"448","red",2,1.6,3,0,0.5477,0,"sustantivo"
"449","tema",2,1.6,1.6,0,0.5477,0.8944,"sustantivo"
"450","suerte",3,2.2,2.6,0,0.8367,0.5477,"sustantivo"
"451","edición",2,2.6,2.2,0,0.5477,0.8367,"sustantivo"
"452","ataque",1,3,3,0,0,0,"sustantivo"
"453","consejo",2.8,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"454","café",3,2,3,0,1,0,"sustantivo"
"455","muchacho",2,1.8,2.6,0,0.4472,0.5477,"sustantivo"
"456","cuarto",2,1.4,2.8,0,0.5477,0.4472,"sustantivo"
"457","revista",2.2,1.8,3,0.4472,0.8367,0,"sustantivo"
"458","tristeza",1.2,2,3,0.4472,1,0,"sustantivo"
"459","carne",1.8,1.8,3,0.8367,0.4472,0,"sustantivo"
"460","comuna",2.2,2.2,1.8,0.4472,0.4472,0.8367,"sustantivo"
"461","espejo",2.6,1.6,3,0.5477,0.5477,0,"sustantivo"
"462","conjunto",2.4,2.2,2.6,0.5477,0.4472,0.8944,"sustantivo"
"463","característica",2.2,2,1.8,0.4472,0,0.8367,"sustantivo"
"464","corto",1.8,1.6,2.8,0.8367,0.5477,0.4472,"adjetivo"
"465","claro",3,1.8,2.6,0,0.4472,0.5477,"adjetivo"
"466","pacífico",3,2,2.8,0,1,0.4472,"adjetivo"
"467","felicidad",3,2.8,2.8,0,0.4472,0.4472,"sustantivo"
"468","sensación",2.2,2.8,2.2,0.4472,0.4472,0.8367,"sustantivo"
"469","oportunidad",3,2.8,2.6,0,0.4472,0.5477,"sustantivo"
"470","campeonato",2.6,2.6,2.4,0.5477,0.5477,0.8944,"sustantivo"
"471","motivo",2.2,2.2,1.8,0.4472,0.8367,0.8367,"sustantivo"
"472","rato",2.2,2.2,2.2,0.4472,0.4472,0.8367,"sustantivo"
"473","peso",1.8,1.8,2.6,0.4472,0.8367,0.5477,"sustantivo"
"474","sencillo",2.6,2.4,2.8,0.5477,0.5477,0.4472,"adjetivo"
"475","duro",1.8,2.6,2.8,0.4472,0.5477,0.4472,"adjetivo"
"476","olor",2,2.4,2.6,0,0.5477,0.8944,"sustantivo"
"477","duda",1.6,1.8,1.6,0.5477,0.8367,0.5477,"sustantivo"
"478","puesto",2,2.4,1.8,0,0.5477,0.4472,"sustantivo"
"479","principalmente",2,2.2,1.6,0,0.4472,0.5477,"adverbio"
"480","detrás",2,1.6,2.4,0,0.5477,0.8944,"adverbio"
"481","prueba",1.8,2.4,2.2,0.4472,0.5477,0.8367,"sustantivo"
"482","tenia",1,2.4,2.4,0,0.8944,0.8944,"sustantivo"
"483","perfecto",2.8,2.4,2,0.4472,0.5477,1,"adjetivo"
"484","pelo",2,2,3,0,0,0,"sustantivo"
"485","pasión",2.6,2.6,2.6,0.8944,0.8944,0.5477,"sustantivo"
"486","fecha",2.4,2,2,0.5477,0,0.7071,"sustantivo"
"487","lucha",1.6,3,2.8,0.8944,0,0.4472,"sustantivo"
"488","poeta",2.8,2.6,2.6,0.4472,0.5477,0.8944,"sustantivo"
"489","novela",3,1.8,2.8,0,0.8367,0.4472,"sustantivo"
"490","dato",2.6,1.6,2.8,0.5477,0.5477,0.4472,"sustantivo"
"491","pez",2.6,2.8,3,0.5477,0.4472,0,"sustantivo"
"492","creación",2.8,3,2,0.4472,0,1,"sustantivo"
"493","texto",2.6,1.8,2.8,0.5477,0.8367,0.4472,"sustantivo"
"494","naturaleza",3,2.2,2.8,0,1.0954,0.4472,"sustantivo"
"495","torre",2.4,1.4,3,0.5477,0.5477,0,"sustantivo"
"496","dulce",3,1.6,3,0,0.8944,0,"adjetivo"
"497","mil",2,2,2.2,0,0,1.0954,"sustantivo"
"498","estructura",2,1,2,0,0,1,"sustantivo"
"499","copa",2.6,1.4,3,0.5477,0.8944,0,"sustantivo"
"500","risa",3,3,3,0,0,0,"sustantivo"
"501","municipal",2,2,2.6,0,0,0.8944,"adjetivo"
"502","frío",1.4,2.2,2.6,0.5477,1.0954,0.8944,"adjetivo"
"503","diferencia",2,2,2.2,0,0,0.4472,"sustantivo"
"504","intento",2.4,2.8,1.8,0.5477,0.4472,0.8367,"sustantivo"
"505","vía",2,1.6,2.2,0,0.5477,0.8367,"sustantivo"
"506","policía",1.8,2.2,3,0.4472,1.0954,0,"sustantivo"
"507","formación",2.8,1.8,1.8,0.4472,0.8367,0.8367,"sustantivo"
"508","cultural",2.8,1.8,1.4,0.4472,0.8367,0.8944,"adjetivo"
"509","plata",2.8,1.8,2.8,0.4472,0.8367,0.4472,"sustantivo"
"510","período",2,1.8,2.2,0,0.4472,0.4472,"sustantivo"
"511","pieza",2.4,1.6,2.4,0.5477,0.5477,0.8944,"sustantivo"
"512","suave",2.8,2.2,2.6,0.4472,0.8367,0.5477,"adjetivo"
"513","guerra",1,2.2,3,0,1.0954,0,"sustantivo"
"514","vecino",2.2,2.2,2.6,0.4472,0.8367,0.5477,"sustantivo"
"515","vista",3,2.2,2.4,0,0.8367,0.8944,"sustantivo"
"516","aspecto",2.6,2,1.8,0.5477,0.7071,0.8367,"sustantivo"
"517","amo",2.2,2.6,2.2,0.8367,0.5477,0.4472,"sustantivo"
"518","distribución",2.2,2.4,2,0.4472,0.8944,1,"sustantivo"
"519","pregunta",2.2,3,2.4,0.4472,0,0.8944,"sustantivo"
"520","paz",3,1.8,2.2,0,1.0954,1.0954,"sustantivo"
"521","fruto",2.8,2.2,2.6,0.4472,0.8367,0.5477,"sustantivo"
"522","belleza",3,2.4,3,0,0.8944,0,"sustantivo"
"523","poema",2.8,2,2.4,0.4472,1,0.8944,"sustantivo"
"524","suficiente",2.4,2.2,1.4,0.8944,0.4472,0.5477,"adjetivo"
"525","famoso",2,2.2,2.4,0,0.4472,0.5477,"adjetivo"
"526","artículo",2,1.8,2.2,0,0.4472,0.8367,"sustantivo"
"527","loco",2,3,2.6,0.7071,0,0.5477,"adjetivo"
"528","villa",1.8,2,2.6,0.8367,0.7071,0.5477,"sustantivo"
"529","perteneciente",2.2,1.8,1.6,0.4472,0.4472,0.5477,"adjetivo"
"530","dia",2.6,2.2,2.8,0.5477,0.4472,0.4472,"sustantivo"
"531","importancia",2.4,2.4,2,0.5477,0.5477,1,"sustantivo"
"532","seguridad",2.8,2.8,2.4,0.4472,0.4472,0.8944,"sustantivo"
"533","educación",2.8,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"534","pasado",2.4,1.8,2.8,0.5477,0.8367,0.4472,"sustantivo"
"535","sector",2,1.8,2.6,0,0.4472,0.5477,"sustantivo"
"536","posibilidad",2.4,2.2,2,0.5477,0.4472,0.7071,"sustantivo"
"537","dinero",2.8,2.6,3,0.4472,0.5477,0,"sustantivo"
"538","experiencia",2.8,2.6,2.8,0.4472,0.5477,0.4472,"sustantivo"
"539","carácter",2.4,2.2,2,0.5477,0.4472,1,"sustantivo"
"540","velocidad",2.2,2.4,2.4,0.4472,0.5477,0.8944,"sustantivo"
"541","operación",1.8,2.8,2.4,0.4472,0.4472,0.8944,"sustantivo"
"542","decisión",2.4,2.8,2.2,0.8944,0.4472,0.8367,"sustantivo"
"543","altura",2.2,1.8,3,0.4472,0.8367,0,"sustantivo"
"544","bosque",3,2.2,3,0,0.8367,0,"sustantivo"
"545","solo",2,1.6,2.8,1,0.8944,0.4472,"adverbio"
"546","imperio",2.4,2,2.6,0.5477,0.7071,0.8944,"sustantivo"
"547","selección",2,2.4,2.8,0.7071,0.8944,0.4472,"sustantivo"
"548","fácil",2,1.8,2.8,0.7071,0.4472,0.4472,"adjetivo"
"549","ministro",1.8,2,2.8,0.4472,0.7071,0.4472,"sustantivo"
"550","dueño",2.2,2.6,3,0.8367,0.5477,0,"sustantivo"
"551","tropa",2,2.6,3,0.7071,0.8944,0,"sustantivo"
"552","propiedad",2.6,2,3,0.5477,0.7071,0,"sustantivo"
"553","ruta",2.4,2.2,3,0.5477,0.8367,0,"sustantivo"
"554","defensa",2.6,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"555","actor",2.4,2.8,3,0.5477,0.4472,0,"sustantivo"
"556","enfermedad",1.2,2,2.8,0.4472,1,0.4472,"sustantivo"
"557","entrada",2.4,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"558","firme",2.8,2.2,2.6,0.4472,0.4472,0.5477,"adjetivo"
"559","busca",2.2,2.6,2.6,0.4472,0.5477,0.8944,"sustantivo"
"560","causa",2.4,2.4,2.2,0.5477,0.5477,0.8367,"sustantivo"
"561","muerto",1.4,1.4,3,0.5477,0.5477,0,"sustantivo"
"562","pareja",2.8,2.4,3,0.4472,0.8944,0,"sustantivo"
"563","comercial",2.2,2.2,2.6,0.4472,0.4472,0.5477,"adjetivo"
"564","cabello",2.6,1.8,2.8,0.5477,0.8367,0.4472,"sustantivo"
"565","artista",2.4,2.6,3,0.5477,0.5477,0,"sustantivo"
"566","espíritu",2.6,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"567","local",2.2,1.8,2.6,0.4472,0.8367,0.5477,"sustantivo"
"568","teoría",2.6,2,2.6,0.5477,0.7071,0.5477,"sustantivo"
"569","invierno",2.4,1.8,3,0.5477,0.8367,0,"sustantivo"
"570","objetivo",2.2,2.4,2.6,0.4472,0.5477,0.8944,"sustantivo"
"571","puente",2.6,1.4,3,0.5477,0.8944,0,"sustantivo"
"572","lentamente",2,2.4,2.8,0,0.5477,0.4472,"adverbio"
"573","imposible",1.6,2,2.8,0.8944,0.7071,0.4472,"adjetivo"
"574","mercado",2.2,2.4,3,0.4472,0.5477,0,"sustantivo"
"575","cadena",1.2,2,3,0.4472,0.7071,0,"sustantivo"
"576","personal",2.6,2.4,2.8,0.5477,0.5477,0.4472,"adjetivo"
"577","serio",2.2,1.8,2.8,0.4472,0.4472,0.4472,"adjetivo"
"578","conocimiento",3,2.4,3,0,0.8944,0,"sustantivo"
"579","planeta",3,2.4,3,0,0.8944,0,"sustantivo"
"580","solamente",1.8,2,2.2,0.4472,0,0.8367,"adverbio"
"581","comunicación",2.8,2.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"582","etapa",2.2,2.4,2.6,0.8367,0.5477,0.5477,"sustantivo"
"583","marca",2,2.6,2.8,0.7071,0.5477,0.4472,"sustantivo"
"584","categoría",2,2.2,2.4,0,0.4472,0.5477,"sustantivo"
"585","longitud",2,2,2.4,0,0,0.5477,"sustantivo"
"586","peor",1.4,2.2,2.2,0.5477,0.4472,0.8367,"adjetivo"
"587","campaña",2.2,2.6,2.2,0.4472,0.5477,0.8367,"sustantivo"
"588","moderno",2.4,2.4,3,0.5477,0.5477,0,"adjetivo"
"589","colegio",3,2.8,3,0,0.4472,0,"sustantivo"
"590","vuelo",3,2.6,3,0,0.5477,0,"sustantivo"
"591","instituto",2.4,2.2,2.6,0.5477,0.8367,0.5477,"sustantivo"
"592","novio",2.8,2.4,2.6,0.4472,0.8944,0.5477,"sustantivo"
"593","apoyo",3,3,2.6,0,0,0.5477,"sustantivo"
"594","tío",3,2,3,0,0.7071,0,"sustantivo"
"595","tamaño",2,1.8,2.6,0,0.4472,0.5477,"sustantivo"
"596","periodo",2,2,2.4,0,0,0.8944,"sustantivo"
"597","nave",2.4,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"598","material",2.2,1.6,2.6,0.4472,0.5477,0.5477,"sustantivo"
"599","esfuerzo",2.6,3,3,0.5477,0,0,"sustantivo"
"600","amplio",2.8,1.8,3,0.4472,0.8367,0,"adjetivo"
"601","tren",2.4,2,3,0.5477,1,0,"sustantivo"
"602","error",1.2,2.4,2.4,0.4472,0.8944,0.8944,"sustantivo"
"603","secreto",1.8,2.6,2.2,0.4472,0.5477,1.0954,"sustantivo"
"604","universo",2.6,2.6,2.6,0.5477,0.5477,0.5477,"sustantivo"
"605","federación",2,2.2,2,0,0.4472,0.7071,"sustantivo"
"606","cuello",2.6,2.2,3,0.5477,0.4472,0,"sustantivo"
"607","pintura",2.6,2.4,3,0.5477,0.5477,0,"sustantivo"
"608","ilusión",2.6,2.8,2.4,0.5477,0.4472,0.8944,"sustantivo"
"609","grado",2,2,1.8,0,0,0.4472,"sustantivo"
"610","palacio",2.8,1.6,3,0.4472,0.5477,0,"sustantivo"
"611","cámara",2.6,2.8,3,0.5477,0.4472,0,"sustantivo"
"612","ruido",1.4,2.6,3,0.8944,0.8944,0,"sustantivo"
"613","listo",2.8,2.8,2.4,0.4472,0.4472,0.8944,"adjetivo"
"614","economía",2,2.8,2,0,0.4472,1,"sustantivo"
"615","actualidad",2,2.8,2.2,0,0.4472,0.8367,"sustantivo"
"616","poesía",2.8,2.8,3,0.4472,0.4472,0,"sustantivo"
"617","kilómetro",2,2.4,2.8,0,0.5477,0.4472,"sustantivo"
"618","público",2.2,2.2,3,0.4472,0.8367,0,"sustantivo"
"619","sede",2,1.6,2.8,0,0.5477,0.4472,"sustantivo"
"620","hospital",1.8,2.6,3,0.4472,0.5477,0,"sustantivo"
"621","ausencia",1.2,1.4,2.8,0.4472,0.8944,0.4472,"sustantivo"
"622","posterior",2,2,2.2,0,0,0.8367,"adjetivo"
"623","llanto",1.4,2.6,3,0.5477,0.8944,0,"sustantivo"
"624","cápita",2,1.6,2.2,0,0.5477,0.8367,"sustantivo"
"625","noticia",2,2,2.8,0,1,0.4472,"sustantivo"
"626","frase",2.2,1.8,2.8,0.4472,0.4472,0.4472,"sustantivo"
"627","próximo",2.2,1.6,2.2,0.4472,0.5477,1.0954,"adjetivo"
"628","aproximadamente",2,1.8,2.2,0,0.4472,0.8367,"adverbio"
"629","inicio",2.4,2.2,2.8,0.5477,0.8367,0.4472,"sustantivo"
"630","izquierdo",2.2,2.2,2.4,0.4472,0.4472,0.8944,"adjetivo"
"631","autoridad",2.2,3,3,0.8367,0,0,"sustantivo"
"632","vino",2.8,2,3,0.4472,0.7071,0,"sustantivo"
"633","comienzo",2.4,2,2.6,0.5477,0.7071,0.5477,"sustantivo"
"634","influencia",2.4,2.8,2.6,0.5477,0.4472,0.5477,"sustantivo"
"635","rápidamente",2.2,2.6,2.8,0.4472,0.5477,0.4472,"adverbio"
"636","deportivo",2.6,3,3,0.5477,0,0,"adjetivo"
"637","nación",2.8,3,2.8,0.4472,0,0.4472,"sustantivo"
"638","avión",2.6,2.6,3,0.5477,0.8944,0,"sustantivo"
"639","tranquilo",3,2,3,0,1,0,"adjetivo"
"640","expresión",2.2,2.6,2.4,0.4472,0.5477,0.5477,"sustantivo"
"641","raro",2.4,2,2.6,0.8944,0.7071,0.5477,"adjetivo"
"642","debajo",1.8,1.6,2.8,0.4472,0.5477,0.4472,"adverbio"
"643","diseño",2.6,2.6,2.4,0.8944,0.5477,0.8944,"sustantivo"
"644","festival",2.8,3,3,0.4472,0,0,"sustantivo"
"645","azul",2.8,2.2,3,0.4472,0.4472,0,"adjetivo"
"646","tradicional",2.4,1.8,3,0.5477,0.8367,0,"adjetivo"
"647","adelante",2.4,2.2,3,0.5477,0.8367,0,"adverbio"
"648","directo",2.6,2.8,2.8,0.5477,0.4472,0.4472,"adjetivo"
"649","pobre",1.4,1.8,2.8,0.5477,0.8367,0.4472,"adjetivo"
"650","placer",3,2.2,3,0,0.8367,0,"sustantivo"
"651","reloj",1.8,2.2,3,0.4472,0.4472,0,"sustantivo"
"652","caricia",3,3,3,0,0,0,"sustantivo"
"653","motor",2.2,2.8,3,0.4472,0.4472,0,"sustantivo"
"654","doctor",2.2,2.2,3,0.4472,0.4472,0,"sustantivo"
"655","presente",2.8,2.4,2.4,0.4472,0.5477,0.8944,"sustantivo"
"656","completamente",2.6,2.6,2.6,0.5477,0.5477,0.8944,"adverbio"
"657","página",2.2,2.4,3,0.4472,0.5477,0,"sustantivo"
"658","playa",2.8,1.8,3,0.4472,0.8367,0,"sustantivo"
"659","totalmente",2.2,1.8,1.8,0.4472,0.4472,0.8367,"adverbio"
"660","vacío",1.8,1.6,2.6,0.8367,0.5477,0.8944,"sustantivo"
"661","matrimonio",2.8,2.6,3,0.4472,0.5477,0,"sustantivo"
"662","capitán",2.4,2.6,3,0.5477,0.5477,0,"sustantivo"
"663","señal",2.6,2,3,0.5477,0.7071,0,"sustantivo"
"664","lago",3,2,3,0,0.7071,0,"sustantivo"
"665","caballo",3,3,3,0,0,0,"sustantivo"
"666","asi",2.2,2,1.6,0.4472,0,0.8944,"sustantivo"
"667","metal",2.4,1.6,2.8,0.8944,0.5477,0.4472,"sustantivo"
"668","líder",2.4,3,2.4,0.5477,0,0.5477,"sustantivo"
"669","lejano",1.6,1.6,2.6,0.5477,0.5477,0.8944,"adjetivo"
"670","abrazo",3,2.2,3,0,0.8367,0,"sustantivo"
"671","daño",1,2,2.6,0,0.7071,0.8944,"sustantivo"
"672","consecuencia",1.8,2,2,0.4472,0.7071,1,"sustantivo"
"673","costumbre",2.2,2,2.2,0.4472,0.7071,1.0954,"sustantivo"
"674","baño",2.6,2.2,3,0.5477,0.8367,0,"sustantivo"
"675","liga",2,1.8,2.2,0,0.4472,0.8367,"sustantivo"
"676","religioso",1.8,2,2.4,0.4472,0.7071,0.5477,"adjetivo"
"677","gota",2.6,1.6,3,0.5477,0.5477,0,"sustantivo"
"678","caja",2,1.8,3,0,0.8367,0,"sustantivo"
"679","medio",1.8,2,2.4,0.4472,0,0.5477,"adverbio"
"680","ave",2.8,2.8,3,0.4472,0.4472,0,"sustantivo"
"681","soldado",1.4,2.6,3,0.5477,0.8944,0,"sustantivo"
"682","templo",2.4,2,2.6,0.5477,1,0.8944,"sustantivo"
"683","calidad",2.6,2.4,2,0.5477,0.5477,0.7071,"sustantivo"
"684","sexo",2.8,3,3,0.4472,0,0,"sustantivo"
"685","clima",2.4,2,3,0.5477,0.7071,0,"sustantivo"
"686","idioma",2.6,2.6,2.2,0.5477,0.5477,0.8367,"sustantivo"
"687","torneo",2.4,3,2.8,0.5477,0,0.4472,"sustantivo"
"688","institución",2.2,2.4,2.2,0.4472,0.8944,1.0954,"sustantivo"
"689","gol",2.8,3,3,0.4472,0,0,"sustantivo"
"690","tradición",2.4,2.4,2.6,0.5477,0.8944,0.8944,"sustantivo"
"691","independiente",2.8,2.6,2.2,0.4472,0.5477,1.0954,"adjetivo"
"692","puro",3,2.2,2.6,0,0.8367,0.8944,"adjetivo"
"693","sabor",2.6,2.2,2.4,0.5477,0.8367,0.8944,"sustantivo"
"694","lento",2.2,2.6,2.6,0.4472,0.5477,0.5477,"adjetivo"
"695","asunto",2.4,2.4,1.4,0.5477,0.5477,0.5477,"sustantivo"
"696","maestro",2.6,2.8,3,0.5477,0.4472,0,"sustantivo"
"697","asociación",1.8,2,1.4,0.4472,0.7071,0.5477,"sustantivo"
"698","revolución",2.8,2.8,2.2,0.4472,0.4472,1.0954,"sustantivo"
"699","algo",2.2,2.2,1.4,0.4472,0.4472,0.5477,"adverbio"
"700","final",2.2857,2.4286,2.4286,0.488,0.5345,0.7868,"adjetivo"
"701","gusto",2.5714,2.1429,2.4286,0.5345,0.6901,0.7868,"sustantivo"
"702","concepto",2.375,2,1.375,0.5175,0.5345,0.5175,"sustantivo"
"703","temor",1.25,2.25,2.875,0.4629,1.0351,0.3536,"sustantivo"
"704","conciencia",2.375,2.375,1.875,0.5175,0.744,0.8345,"sustantivo"
"705","hombro",2.3,2,3,0.483,0.6667,0,"sustantivo"
"706","rojo",2.2,2.1,3,0.6325,0.9944,0,"sustantivo"
"707","mamá",2.9,2.3,3,0.3162,0.6749,0,"sustantivo"
"708","oído",2.2,2.3,2.9,0.6325,0.483,0.3162,"sustantivo"
"709","geográfico",2.1818,1.9091,2.2727,0.603,0.8312,0.7862,"adjetivo"
"710","esquina",2.0833,2,3,0.2887,0.4264,0,"sustantivo"
"711","cuanto",2.1111,2,1.6667,0.3333,0.5,0.7071,"adverbio"
"712","gato",2.7273,2.1818,2.9091,0.6467,0.7508,0.3015,"sustantivo"
"713","estadio",2.3333,2.1111,3,0.5,0.6009,0,"sustantivo"
"714","curso",2.1111,1.8889,2.7778,0.6009,0.6009,0.441,"sustantivo"
"715","recién",2.25,2.375,2.625,0.4629,0.5175,0.744,"adverbio"
"716","foto",2.5714,1.5714,2.8571,0.5345,0.5345,0.378,"sustantivo"
"717","terreno",2.2857,1.5714,3,0.488,0.7868,0,"sustantivo"
"718","locura",1.8571,2.8571,2.4286,0.6901,0.378,0.9759,"sustantivo"
"719","corte",1.6667,2,2.5,0.8165,0.8944,0.5477,"sustantivo"
"720","salud",2.6,1.6,2.6,0.8944,0.8944,0.5477,"sustantivo"
"721","auto",2,2.4,3,0,0.8944,0,"sustantivo"
"722","temperatura",2,2.4,2.6,0,0.8944,0.5477,"sustantivo"
"723","intención",2,2,1.6667,0.6325,0.8944,0.8165,"sustantivo"
"724","mentira",1.8333,2.3333,2.6667,0.9832,1.0328,0.8165,"sustantivo"
